2024-02-01	index.gmi	Siva Mahadevan
2024-02-02	about/index.gmi	About Me
2024-06-04	posts/array-language-io-idioms.gmi	I/O Idioms in the Iversonian Array Languages
2024-02-09	posts/impressed-by-poudriere.gmi	I’m Impressed By Poudriere
2024-02-04	posts/index.gmi	Articles
2024-02-04	notes/index.gmi	Braindump
2025-04-07	thoughts/index.gmi	Stream of Consciousness
